_id,channelId,description.eng,description.original,dislikeCount,duration,encounter.dates,encounter.locationIDs,fileDetails,likeCount,newLocation,publishedAt,recordingDetails.date,recordingDetails.location,regionRestriction,relevant,tags.eng,tags.original,title.eng,title.original,uploadedAt,url,user_country,videoID,viewCount,wild
bMzYJNET7wI,,null,"Humpback whales arrive in Samana Bay Dominican Republic, what an awesome sight that must be. 
I would like to make the whale watching along with all the unique features of the Samana Penninsula an experience for travelers and people who are curious about our world. 
With a live question and answer segment it would present an opportunity for even teachers and schools to show a different land and people. Our world. YOLO
We are open to suggestions or questions.",4,null,[],[],null,8,0,2009-10-12T22:27:45.000Z,null,null,null,false,[],"[""Samana"",""Bay"",""Dominican"",""Republic"",""humpback"",""whale"",""mammals"",""yt:crop=16:9"",""Caribbean"",""travel"",""tours"",""watching""]",null,2010 Samana Humpback Whale Project,null,https://youtu.be/bMzYJNET7wI,,bMzYJNET7wI,4941,0
GTwHsu77l-0,,null,"As we sail south on the Inside Passage in British Columbia we stumble upon another Swedish boat way older than Ran. We visit a first nation village and take a bath in the hot spring of Bishop Bay while watching a pod of humpback whales. 

We are a Swedish couple who wanted a different kind of life. So we moved aboard our sailboat RAN, a custom built Beason 40 in aluminium, untied the lines in the middle of the Swedish winter, January 2016, and started sailing south along the coast of Europe. There is no set route and we will go where the wind and our minds take us.

CONNECT WITH US:
- Website: http://ransailing.se
- Instagram: http://www.instagram.com/ransailing
- Facebook: http://www.facebook.com/ransailing

Keep track of RAN and us here: https://bit.ly/2OwfDgf

JOIN THE CREW: http://www.patreon.com/ransailing
A huge thank you to our Patrons for making this video possible! We love making inspiring videos and to share our adventure with you and with your support we can keep the videos coming!

PRODUCTS & CAMERA GEAR: https://www.amazon.com/shop/ransailing
We have collected some of the products we use in our cruising life and to make these videos in our Amazon shop. If you buy any of the items from our shop or anything else on Amazon (using the link), we get a small ""ka-ching"" in our cruising kitty. Thank you so much and thank you to Amazon Influencer program.

Music credits: http://www.epidemicsound.com
00:00 Coalescence - Gavin Luke
02:38 Old Toys - By Lotus
07:31 It Really Makes Me Wonder (Instrumental Version)
19:31 Melting Ice - Gunnar Johnsén

Love,
Malin & Johan",10,null,[],[],null,5515,"Bishop Bay Hot Springs, Canada",2018-12-14T19:00:01.000Z,null,null,null,true,[],"[""RAN Sailing"",""ran sailing"",""sailing around the world"",""sailboat"",""sailing"",""british columbia"",""canada"",""whales"",""humpback whales"",""inside passage"",""liveaboard"",""bishop bay hot springs"",""hot springs"",""thermal spring""]",null,The Whales Of Bishop Bay Hot Spring - Ep. 131 RAN Sailing,null,https://youtu.be/GTwHsu77l-0,,GTwHsu77l-0,50745,true
qFg5tEXbHs4,,null,"Chris' Fishing and Whale Watching Monterey, California
48 Fisherman's Wharf #1 
Monterey, CA 93940
831.375.5951
We offer full service guided Family Friendly Fishing & Whale Watching tours year around in the third largest deep submarine canyon in the world. Our skippers are known for their ability to find Gray whales, Killer whales, dolphins, turtles, porpoises and more!
http://www.chriswhalewatching.com
http://www.chrissfishing.com
http://www.facebook.com/chrisfishingandwhalewatching
http://twitter.com/ChrisFandWW
http://pinterest.com/chrisfandww/",0,null,[],[],null,4,"Monterey Bay, California",2013-09-20T22:42:38.000Z,null,null,null,true,[],"[""Monterey"",""Humpback Whales"",""Whale Watching"",""Friendly Whales"",""Humpback Whale (Organism Classification)"",""Amazing"",""Monterey Bay (Geographical Feature)""]",null,9.20.13 &quot;AMAZING FRIENDLY&quot; Humpback Whales on the Monterey Bay!,null,https://youtu.be/qFg5tEXbHs4,,qFg5tEXbHs4,1226,true
K-uLvdCTCG4,,null,"Twelve right whales were found dead in the Gulf of St. Lawrence in 2017 and scientist did necropsies to find out why. The 2017 deaths prompted Ottawa to 
implement a number of measures to help prevent further whale deaths but recently some of the measures were eased.",1,null,[],[],null,11,0,2019-02-08T19:21:06.000Z,null,null,null,false,[],"[""North Atlantic Right Whale"",""right whale"",""dead whales"",""shipping"",""fisheries"",""extinction"",""endangered species"",""whales"",""oceans"",""Canada"",""Gulf of St. Lawrence""]",null,Studying right whale carcasses to discover what’s causing their deaths,null,https://youtu.be/K-uLvdCTCG4,,K-uLvdCTCG4,1033,0
z4hLE4ShrnQ,,null,"Whale Alert from Dana Point- Strange how things happen , Moterey Bay has been on the news about all the Humpback Whales and the friendly sightings and lunge feeding ..Sunday 7-20-14  it was kind of like a little Monterey Bay show off Dana Point, on our first trip out Capt Frank on the Ocean Adventures ( the best Whlae Watching boat ) found what he first thought was 3 Humpbacks a strange occurrence since we don't see them to often.Capt Frank then realized it was 2 humpbacks and a Fin Whale ( which later they thought to be a Brydes Whale almost the same exact looking whale ) . The Humpbacks a Mother and Calf visited us and  put on a show all day from 10am - 7pm , playing hide and go seek for a few hours we thought they had left the area but around 5pm they just showed up again to the delight of the Whale Watching passengers out with Dana Wharf. The pictures are amazing and the video too - again we also saw what we think is a Brydes Whales (another rare sighting), plus Risso Dolphins and Common Dolphin it was a great day - one everyone will remember and just think they wanted to see a Blue Whale and they got Humpbacks.  

Check out our Whale Sightings Log updated daily http://danawharf.com/whale-watching/ 

All footage including drone footage is owned by Dana Wharf Whale Watching and may not be used without permission.

Dana Wharf is the premiere year-round whale watching company in Dana Point. Beginning in 1971 we are the pioneer of whale watching adventures in Orange County, California. 
We interact with over 1000 whales during the Gray whale migration in the winter and view hundreds of 90 feet Blue whales in the summer. Sightings of Orca, Humpback, Sperm and Finback Whales are not uncommon.
In addition to whales, thousands of dolphins, sea lions, sea faring birds and even sharks are found year-round in our waters, so we always have plenty of wildlife to see.

Dana Wharf Whale Watching
34675 Golden Lantern, Dana Point, CA 92629
Phone: 1-888-224-0603
Email: info@danawharf.com
Web: www.danawharf.com
Follow us on instagram @danawharf
Twitter @danawharf",0,null,[],[],null,8,"Dana Point, California",2014-07-21T21:03:09.000Z,null,null,null,true,[],"[""Humpback Mom brings Baby to Dana Point"",""dana point whale watching"",""dana wharf whale watching"",""whale watching"",""blue whales"",""humpback whale"",""fin back whale"",""california whale"",""sperm whale"",""dolphin safari whale watching"",""dolphin watching"",""drone whale watching"",""sea lion viewing"",""gray whale migration"",""blue whale migration"",""orange county whale trip"",""whale tour"",""safari whale tour""]",null,Humpback Mom brings Baby to Dana Point,null,https://youtu.be/z4hLE4ShrnQ,,z4hLE4ShrnQ,1396,true
JlsXq6M8P6w,,null,"http://www.flagshipsd.com/whale-watching Want an up-close view of whales in their natural environment? No one offers more local whale watching knowledge and expertise than Flagship Cruises. Witness approximately 20,000 gray whales migrating from the Bering Sea past San Diego to the lagoons of Baja California and back again. 

Our educational whale watching tours are the only ones in San Diego guided by naturalists from Birch Aquarium. 

For the latest news, events and happenings on San Diego Bay, follow us on social...

Facebook: https://www.facebook.com/flagshipsd

Instagram: http://instagram.com/flagshipsd

Pinterest: http://www.pinterest.com/flagshipsd

Twitter: https://twitter.com/flagshipsd",0,null,[],[],null,1,0,2016-12-13T23:05:44.000Z,null,null,null,false,[],"[""whale watching"",""whales"",""san diego"",""sandiego"",""san diego bay"",""humpback whale"",""gray whale""]",null,The Best Whale Watching Experience in San Diego,null,https://youtu.be/JlsXq6M8P6w,,JlsXq6M8P6w,1609,0
ntMUyyMQudw,,null,"Since 1983, animal advocate and conservationist Kim Beddall has been leading Samaná whale watching expeditions and sharing her passion about the incredible creatures. Kim has been welcoming people every year, from January through March, to observe over 3,000 humpback whales as they migrate to Samaná Bay to birth and nurse their calves.",0,null,[],[],null,19,"Samana Bay, Dominican Republic",2019-01-08T15:07:08.000Z,null,null,null,true,[],"[""Dominican Republic"",""GoDomRep"",""GoDominicanRepublic"",""godomrep"",""Caribbean"",""Tourism"",""Travel"",""Wanderlust"",""La Romana"",""Santo Domingo"",""Puerto Plata"",""Punta Cana"",""Jarabacoa"",""Constanza"",""Barahona"",""Pedernales"",""Cabrera"",""Baní"",""Cabarete"",""Samana"",""Bayahibe"",""La Vega"",""República Dominicana"",""Caribe"",""GoRepublicaDominicana"",""whale watching"",""whales"",""Animal advocate"",""conservation"",""humpback whales""]",null,Whale Watching with Kim Beddall | Go Dominican Republic,null,https://youtu.be/ntMUyyMQudw,,ntMUyyMQudw,1597,true
zYI_p3-CH-k,,null,"While salmon fishing for coho and chinook at Legacy Lodge in River's Inlet, BC, a father a 2 daughters come upon a Humpback bubblenet feeding. Humpbacks practice an unusual feeding behavior called bubblenet feeding (also known as lunge feeding), in which a whale captures a large school of herring. The whale blows bubbles around the herring school to keep the fish from escaping, and help bring them to the surface. Once the fish are at the surface, the whale lunges upwards with it's huge mouths wide open and gulps as many herring as they can.",0,null,[],[],null,3,"River's Inlet, British Columbia, Canada",2013-10-10T21:03:34.000Z,null,null,null,true,[],"[""Legacy"",""Lodge"",""Humpback"",""whales"",""bubblenet"",""feeding"",""lunge"",""salmon"",""fishing"",""River's"",""Inlet"",""Coho"",""Chinook"",""Humpback Whale (Organism Classification)"",""British Columbia (Canadian Province)""]",null,"Humpback Bubblenet Feeding at Legacy Lodge, River&#39;s Inlet, B.C.",null,https://youtu.be/zYI_p3-CH-k,,zYI_p3-CH-k,407,true
rUAk1s779JQ,,null,"The ultimate adventure experience in Campbell River, Canada. 
Here on Vancouver Island we have so many amazing sights to see. From mountains alll the way down to the oceans, rivers and lakes. Discover the inlets around campbell river with sights or killer whales, humpback whales, dolphins, and grizzly bears!
Book your trip with Eagle Eye Adventure!
www.eagleeyeadventures.com",0,null,[],[],null,34,"campbell river, british columbia, canada",2018-11-05T21:40:00.000Z,null,null,null,true,[],"[""Eagle eye"",""campbell River"",""Victoria"",""Vancouver island"",""whale watching"",""killer whales"",""orcas"",""humpback whales"",""dolphins"",""white fin dolphins"",""grizzly bears"",""49 north helicopters"",""discover campbell river""]",null,The Ultimate Adventure Experience | Campbell River,null,https://youtu.be/rUAk1s779JQ,,rUAk1s779JQ,411,true
GYhLx_EnVpg,,null,"Reykjavík Classic Whale Watching 14:00 7/7/17

Video credit: Hanna Michel",0,null,[],[],null,0,"Reykjavík, Iceland",2017-07-08T12:01:43.000Z,null,null,null,true,[],[],null,Elding Whale Watching Reykjavík - Humpback Whale feeding next to our boats!,null,https://youtu.be/GYhLx_EnVpg,,GYhLx_EnVpg,369,true
qadKreBrVRk,,null,Catching up on our videos this week! This juvenile Humpback Whale was surface feeding on krill last week out over the Monterey Bay Submarine Canyon. We were also treated to a nice breach during a little break from feeding. Video by Katlyn Taylor.,0,null,[],[],null,5,0,2016-07-12T04:13:20.000Z,null,null,null,true,[],"[""Humpback Whale"",""Whale"",""Surface Feeding"",""Lunge Feeding"",""Lunge Feeding Humpback Whale"",""Monterey"",""Monterey Bay"",""Monterey Bay Submarine Canyon"",""Krill""]",null,7/3/16 Breaching &amp; Lunge Feeding Humpback Whale,null,https://youtu.be/qadKreBrVRk,,qadKreBrVRk,151,true
1aBqapJ0n_Q,,null,Humpback Whales of Kauai.  Mother and baby Humpback whale.  Call 808-742-6331 or https://www.napaliriders.com,0,null,[],[],null,1,Kauai,2011-04-01T03:22:12.000Z,null,null,null,true,[],"[""kauai raft tours"",""kauai zodiac raft tours"",""kauai whale watching"",""kauai whalewatching"",""kauai humpback whale"",""kauai na pali coast"",""kauai napali coast"",""kauai snorkeling"",""kauai sea caves"",""kauai things to do"",""kauai travel"",""kauai tours"",""kauai tourism""]",null,[NA PALI RIDERS RAFT TOURS] Humpback Whales of Kauai,null,https://youtu.be/1aBqapJ0n_Q,,1aBqapJ0n_Q,118,true
UZGQPrGlbeU,,null,"Incredible footage of astounding animals - 3 humpback whales; a calf, the mother and an escort. We joined the Cook Islands Whale Research team and saw these amazing creatures up close and personal. Truly beautiful :)",0,null,[],[],null,2,"Rarotonga, Cook Islands",2015-03-29T22:55:18.000Z,null,null,null,true,[],"[""Humpback Whale (Organism Classification)"",""Rarotonga (Island)"",""Cook Islands (Country)"",""Total Travel Addicts"",""Cook Island Whale Research""]",null,"Total Travel Addicts - Humpback Whales - Rarotonga, Cook Islands",null,https://youtu.be/UZGQPrGlbeU,,UZGQPrGlbeU,219,true
lUTjbGsx1Fc,,null,Shark tagger Keith Poe of Torrance posted this video of a pregnant white shark feasting on the dead whale carcass of Scarlett near Dana Point. Posted with permission of Keith Poe.,3,null,[],[],null,104,0,2017-04-25T20:47:46.000Z,null,null,null,false,[],"[""San Diego"",""San Diego Video"",""San Diego News"",""San Diego Local News"",""Local News"",""KGTV"",""ABC News"",""ABC 10"",""10 News""]",null,Pregnant white shark feasts upon dead whale Scarlett in Dana Point,null,https://youtu.be/lUTjbGsx1Fc,,lUTjbGsx1Fc,85543,0
_yNHRtPCNWc,,null,Some footage I took as part of a New England Aquarium team monitoring a juvenile humpback whale that came deep into Boston Harbor in the spring of 2005.,0,null,[],[],null,5,0,2006-08-04T14:59:09.000Z,null,null,null,false,[],"[""humpback"",""whale"",""boston"",""harbor""]",null,Humpback Whale in Boston Harbor,null,https://youtu.be/_yNHRtPCNWc,,_yNHRtPCNWc,1820,0
wiFkBlVUEwo,,null,"Life Outside Studio captures Artica Adventures' epic photography workshop and expedition in the Norwegian Sea deep in the Arctic Ocean. Artica Adventures had participants swimming with Orcas and Humpbacks and photographing them in their natural habitat from under water and above.",0,null,[],[],null,5,Norway,2018-11-26T17:37:54.000Z,null,null,null,true,[],"[""Artica Adventures"",""Orcas"",""Auroras"",""Life Outside"",""Studio"",""Swimming"",""Snorkelling"",""Diving"",""Photography"",""Workshop"",""Video"",""Film"",""Ryan Richardson"",""Skjervoy"",""Skjervøy"",""Tromso"",""Tromsø"",""Expedition"",""Norway"",""Arctic"",""Norwegian Sea"",""Arctic Ocean"",""Ocean"",""northern lights"",""humpback whale"",""swimming with orcas"",""whales""]",null,Swimming with Orcas and Humpbacks in Norway,null,https://youtu.be/wiFkBlVUEwo,,wiFkBlVUEwo,381,true
rxKegRZga94,,null,"Earlier this week, UK Coastguard received reports of a possible distressed humpback whale west of Lewis, Scotland.

As luck would have it our UK Coastguard search and rescue helicopter based at Stornoway was out training in the area and managed to spot the whale’s location and take this incredible footage.

We immediately informed British Divers Marine Life Rescue, sent them the footage and they sent trained volunteers to the area to help the whale. From the footage there was some concern that the tail was not surfacing and may have been entangled in something as we had received reports of a possible entangled whale earlier that day. After finding the whale, the volunteers from BDMLR’s Large Whale Disentanglement Team stayed with the whale and reported that it was swimming strongly and lifting its tail above the water. There was no reason to be further concerned and so the team returned back to mainland Scotland.

Another great example of multi-agency working and a happy ending for the whale too!",0,null,[],[],null,1,0,2017-02-15T12:14:37.000Z,null,null,null,true,[],"[""UK Coastguard"",""HM Coastguard"",""search and rescue"",""whale rescue"",""humpback whale"",""Coastguard helicopter""]",null,Humpback whale footage captured by UK Coastguard helicopter during training,null,https://youtu.be/rxKegRZga94,,rxKegRZga94,230,true
dKSwxMCGrZo,,null,"Chris' Fishing and Whale Watching 
48 Fisherman's Wharf #1 
Monterey, CA 93940
831.375.5951
We offer full service guided Family Friendly Fishing & Whale Watching tours year around in the third largest deep submarine canyon in the world. Our skippers are known for their ability to find Gray whales, Killer whales, dolphins, turtles, porpoises and more!
http://www.chriswhalewatching.com
http://www.chrissfishing.com
http://www.facebook.com/chrisfishingandwhalewatching
http://twitter.com/ChrisFandWW
http://pinterest.com/chrisfandww",0,null,[],[],null,2,0,2014-09-26T21:20:27.000Z,null,null,null,true,[],"[""Monterey"",""Monterey Bay Whale Watching"",""Humpback Whale (Organism Classification)"",""Whale (Animal)"",""California Sea Lion (Organism Classification)"",""Sea Lion (Animal)"",""Animal (Film Genre)""]",null,9.26.14 Humpback Whales &amp; California Sea Lions,null,https://youtu.be/dKSwxMCGrZo,,dKSwxMCGrZo,342,true
zIvxl8ymB5k,,null,"We deploy satellite tags called limpet tags on humpback whales to see where they go and how they use their marine space, to better inform their management.

Tagging a whale from a moving boat in large swells is not an easy thing even for the most seasoned of scientists. This was a challenge for our specialist Jake Levenson experienced. Did he manage it? Watch and see!
_

Filmed, edited and produced by:
Richard Sidey / Galaxiid
www.richardsidey.com / www.galaxiid.com

Underwater photography courtesy of:
Brooke Davis – https://www.linkedin.com/in/brooke-ryan-davis/  
Aliscia Young – www.alisciayoung.com

Thanks to our partners who supported this work:
Niue DAFF
Oma Tafua
New Zealand Government
Vaughan Wellington
US Department of Interior, Bureau of Ocean Energy Management
Whaleology
Tofia Niue",1,null,[],[],null,8,0,2018-11-05T18:18:07.000Z,null,null,null,false,[],[],null,"Niue Whale Research, Episode 5, Tagging Niue’s Whales",null,https://youtu.be/zIvxl8ymB5k,,zIvxl8ymB5k,235,0
8GFCZjkgGa8,,null,"Chris' Fishing and Whale Watching 
48 Fisherman's Wharf #1 
Monterey, CA 93940
831.375.5951
We offer full service guided Family Friendly Fishing & Whale Watching tours year around in the third largest deep submarine canyon in the world. Our skippers are known for their ability to find Gray whales, Killer whales, dolphins, turtles, porpoises and more!
http://www.chriswhalewatching.com
http://www.chrissfishing.com
http://www.facebook.com/chrisfishinga...
http://twitter.com/ChrisFandWW
http://pinterest.com/chrisfandww
http://instagram.com/chrisfishingandwhalewatching",0,null,[],[],null,1,"Monterey Bay, California",2017-10-16T21:06:48.000Z,null,null,null,true,[],"[""Chris Fishing and WHale Watching"",""Humpback Whale"",""Orca"",""Killer Whale"",""Blue Shark"",""Monterey""]",null,"10.16.17 Orca / Killer Whales, Humpback Whales, Blue Shark &amp; Risso&#39;s Dolphin #Monterey",null,https://youtu.be/8GFCZjkgGa8,,8GFCZjkgGa8,472,true
eZkMiUvL4Q4,,null,"http://www.hermanuswhalewatchers.co.za/
Hermanus Whale Watchers, is a boat-based whale watching company in Hermanus, close to Cape Town in South Africa.
Southern Right Whales visit the shorelines of the Cape Whale Coast annually",0,null,[],[],null,3,0,2018-03-22T12:06:16.000Z,null,null,null,false,[],"[""whale watching"",""hermanus"",""hermanus whales"",""whale watching hermanus""]",null,Join us for a Whale Watching Trip in Hermanus,null,https://youtu.be/eZkMiUvL4Q4,,eZkMiUvL4Q4,1097,0
B0YYesY4LPA,,null,"Παρακολουθώντας τις μεγάπτερες φάλαινες στο Monterey Bay της Καλιφόρνια, μία ομάδα από καγιάκερ βρέθηκε σε επικίνδυνα δύσκολη θέση όταν μία από αυτές κάνει ένα τεράστιο άλμα έξω από το νερό.
Η φάλαινα πέφτει πάνω σε ένα από τα καγιάκ και το αναποδογυρίζει, αλλά ευτυχώς οι δύο επιβαίνοντες δεν τραυματίστηκαν.",14,null,[],[],null,132,"Monterey Bay, California",2015-09-15T16:25:44.000Z,null,null,null,true,[],[],null,Φάλαινα πέφτει σε καγιάκ. (Video)-Humpback Whale Breaches on Top of Kayakers,null,https://youtu.be/B0YYesY4LPA,,B0YYesY4LPA,38210,true
JIf-n3dy024,,null,"It's already the weekend?! Time for another compilation of the best videos from this week including a sheep herder getting demolished by sheep, a gator hopping on board a tourist cruise, a dog discovering moss and more!

Original Links:
Flying Dad: https://www.youtube.com/watch?v=2CfmprCqdFY
Goat Speak: https://instagram.com/p/8dy92PrHDn/
Thanks, Alexa: https://twitter.com/Llioangharad/status/817295241707474944
Practice Swing: https://www.youtube.com/watch?v=cs0hI7lA_wU
Excitable Bros: https://www.facebook.com/taylor.danowski/videos/10206010024848001/
Snow Dog: https://www.youtube.com/watch?v=fdTnxbLVKDA
Puppy, Nooo!!!: https://www.youtube.com/watch?v=UinpG2htgfs
Don't Wake The Baby: https://www.facebook.com/tyrone.morris.56/videos/10153989423170146/
Late to Work: https://www.youtube.com/watch?v=LsDH3jNWQsM
Scary Spider: https://instagram.com/p/7gIrL9AyiLbg2dLVp-RnagQU6dFjlapAhEShU0/
Slow Down: https://www.youtube.com/watch?v=LWJsOpbhDHc
K.O.!: https://www.youtube.com/watch?v=IDVBOjHPFvA
Tipsy: https://www.youtube.com/watch?v=lKe8yUSt_Wo
How?: https://www.youtube.com/watch?v=OhpL0Y0la2c
Little Mess: https://www.youtube.com/watch?v=eHrtcFUSk4g
Frozen: https://www.youtube.com/watch?v=2UfjhUQyykQ
Turn of Events: https://www.youtube.com/watch?v=bfAxmGfbZmI
Midnight Scuffle : https://www.facebook.com/jessica.windes/videos/10210249449567185/
Extra Passanger: https://www.facebook.com/thindery/videos/10102702037741844/
Huge Bubble: https://instagram.com/p/BO9g0W3Djkx/
Rest In Peace: https://www.youtube.com/watch?v=8N_otpk4mH8
Look Out!: https://www.youtube.com/watch?v=q26PP51dDIs
New Kitty: https://www.youtube.com/watch?v=Zg_vjRKIjak
Crashed: https://vk.com/video57273020_456239072
 

SUBSCRIBE for awesome videos every day!: http://bit.ly/JukinVideo
Submit your video here: http://bit.ly/3-submit-here

LIKE us on FACEBOOK: http://bit.ly/JukinVideoFB
FOLLOW us on TWITTER: http://bit.ly/JukinVideoTwitter
Short vids on INSTAGRAM: http://bit.ly/JukinVideoInstagram
Shorter vids on VINE:  http://bit.ly/JukinVideoVine

JukinVideo is the leading viral video community channel dedicated to showcasing the hottest UGC videos from across the web. We love videos and find the best ones to share with you here, from fail videos to ice bucket challenges, and soccer tricks to a baby reacting to Katy Perry's Dark Horse.  The JukinVideo team scours the web 24/7 to find the latest trends and hottest videos.  Subscribe to see them first!

To license any of the videos shown on JukinVideo, visit Jukin Media at http://jukinmedia.com/licensing",1212,null,[],[],null,12178,0,2017-01-21T18:00:01.000Z,null,null,null,false,[],"[""jukinvideo"",""jukinvideodotcom"",""jukinmedia"",""trending"",""viral"",""viral video"",""youtube"",""hot"",""video"",""best videos compilation"",""best of the week"",""best videos"",""best of January 2017"",""videos january 2017"",""compilation"",""viral videos"",""video compilation"",""best video compilation 2017"",""best videos 2017"",""trending youtube videos"",""trending youtube 2017"",""trending this week"",""2017""]",null,Best Videos Compilation Week 3 January 2017 || JukinVideo,null,https://youtu.be/JIf-n3dy024,,JIf-n3dy024,1762686,0
ZyBc3bPgKY0,,null,"Humpback Whale (Megaptera novaeangliae) jumping

26.10.2009, 12.00
Hervey Bay, Fraser Coast of Queensland, Australia",0,null,[],[],null,3,0,2009-11-06T19:30:04.000Z,null,null,null,true,[],"[""Humpback"",""Humpback Whale"",""Megaptera novaeangliae"",""Baleen Whale"",""Buckelwal"",""Furchenwal"",""座头鲸"",""Hervey Bay"",""Fraser Island"",""QLD"",""Queensland"",""Australia"",""Australien"",""Zoom"",""Canon Legria HF200"",""Canon Vixia HF200"",""Canon iVis HF200""]",null,Humpback Whale (Megaptera novaeangliae) jumping,null,https://youtu.be/ZyBc3bPgKY0,,ZyBc3bPgKY0,1757,true
0U-lo-bosL4,,null,Marine experts say two dead gray whales were found in the San Francisco Bay this week and that one of them died from severe malnutrition. Andria Borba reports. (3-14-19),3,null,[],[],null,55,0,2019-03-15T02:43:43.000Z,null,null,null,false,[],"[""Animals"",""Whales"",""Gray Whales"",""Andria Borba""]",null,2 Gray Whales Found Dead in San Francisco Bay,null,https://youtu.be/0U-lo-bosL4,,0U-lo-bosL4,5825,0
7aPnZzjrkQ8,,null,"Tour at 1300 Wow what a tour. The sea was calmer and the whales were more active and abundant. On the way offshore we saw a couple of Puffins, loads of Harbour Porpoises and once in the area we saw at least 3-5 Minke Whales, some close and some further a way and a couple of Humpback Whales, one which was amazing, lunge feeding (coming high out of the water with ventral pleats extended and mouth full of food), rolling and sometimes showing his/her beautiful tail when diving. After a while of watching this whale other boats came and so we headed away too find other whales. We went to watch a couple of Minkes and then another Humpback Whale before we headed home.

Tour at 0900 The weather was beautiful, sea was mirror calm and wildlife numerous. We headed out and saw 10-20 puffins scattered on our way offshore and quite a few Harbour Porpoises too surfacing quickly through the water. Then we saw a Minke Whale surfacing many times 20-30 meters from the boat. We wanted to spend most of our time further offshore where there were many species and individuals from previous days. It had calmed down a little from the last couple of weeks, less birds and less Humpback Whales but we found a pair of Humpbacks travelling together so we got a nice distance from them and turned off our engines. We had them surfacing less than a meter from our boat, circled a couple of times around us and then headed away. Whether this was to interact with us or whether there was fish beneath us or maybe both we will never know. It was incredible to watch nonetheless.",0,null,[],[],null,0,"Reykjavik, Iceland",2012-04-21T20:35:24.000Z,null,null,null,true,[],"[""Elding"",""Whale"",""watching"",""Reykjavik"",""Iceland"",""megsterphotography"",""megan"",""whittaker"",""Europe"",""snow"",""cetaceans"",""tourism"",""tourist"",""cetacea""]",null,Elding Whale Watching Reykjavik 2012-04-21 Humpback Whales do amazing things,null,https://youtu.be/7aPnZzjrkQ8,,7aPnZzjrkQ8,468,true
bhVfHXAjjnw,,null,"Our drone pilot, Domenic, filmed this sleek and beautiful Blue Whale off the coast of Dana Point, California last week during one of our whale watching safaris.

Summer is here, and along with warm weather and more daylight, we also have an abundance of Blue Whales! During the summer months there are more Blue Whales off California than anywhere else.

*****
Captain Dave's Dolphin and Whale Watching Safari offers daily, year-round, dolphin and whale watching trips from Dana Point, California, aboard a hi-tech catamaran sailboat with Eye-to-Eye Underwater Viewing Pods.

Tel: (949) 488-2828
Web: http://www.dolphinsafari.com
Facebook: https://www.facebook.com/CaptDavesWhaleWatching
Instagram: https://www.instagram.com/captdaveswhalewatching/

*****

Drone operated by Domenic Biagini

Dolphin and whale footage is copyright David Anderson/DolphinSafari.com and may not be used without permission.

Music by Epidemic Sound (http://www.epidemicsound.com)",2,null,[],[],null,48,0,2017-06-22T18:46:17.000Z,null,null,null,false,[],"[""Drone"",""Blue Whale"",""Dana Point"",""California"",""Summer"",""Capt Dave"",""Whale Watching"",""Dolphin Watching"",""Wildlife"",""Nature"",""Whales"",""Dolphins"",""Captain Dave"",""Cute Animals"",""Boating"",""Orange County"",""Southern California""]",null,"Drone Films Blue Whale off Dana Point, California",null,https://youtu.be/bhVfHXAjjnw,,bhVfHXAjjnw,6664,0
yMl8VENlE8Q,,null,"NOAA proposed removing most of the world's humpback whales from the endangered species list. Subscribe to KSBW on YouTube now for more:  http://bit.ly/1lOewHS 

 Get more Monterey news: http://ksbw.com 
 Like us:http://facebook.com/ksbw8 
 Follow us: http://twitter.com/ksbw 
 Google+: https://plus.google.com/+ksbw",0,null,[],[],null,0,0,2015-04-21T03:42:22.000Z,null,null,null,true,[],"[""ksbw"",""humpback whales"",""environment"",""noaa"",""whales"",""animals"",""sealife"",""KSBW"",""Monterey"",""California""]",null,Humpback whales thriving thanks to hunting ban,null,https://youtu.be/yMl8VENlE8Q,,yMl8VENlE8Q,178,true
WG0EGGjdCI4,,null,"Chris' Fishing and Whale Watching 
48 Fisherman's Wharf #1 
Monterey, CA 93940
831.375.5951
We offer full service guided Family Friendly Fishing & Whale Watching tours year around in the third largest deep submarine canyon in the world. Our skippers are known for their ability to find Gray whales, Killer whales, dolphins, turtles, porpoises and more!
http://www.chriswhalewatching.com
http://www.chrissfishing.com
http://www.facebook.com/chrisfishingandwhalewatching
http://twitter.com/ChrisFandWW
http://pinterest.com/chrisfandww",0,null,[],[],null,1,"Monterey Bay, California",2014-03-21T21:06:10.000Z,null,null,null,true,[],"[""Killer Whale (Organism Classification)"",""Whale (Animal)"",""Humpback Whale (Organism Classification)"",""Monterey"",""Monterey Whale Watching""]",null,3.21.14 Orcas / Killer Whales &amp; Humpback Whales Monterey,null,https://youtu.be/WG0EGGjdCI4,,WG0EGGjdCI4,78,true
lACFwvXRYR4,,null,"On a return trip from Low Country Anglers Reef we spotted what appeared to be floating debris actually, turned out to be amazing - Humback whale and her calf. Friday, April 3rd 2015.",0,null,[],[],null,2,"Charleston, South Carolina",2015-08-04T11:22:41.000Z,null,null,null,true,[],"[""Whale (Animal)"",""Humpback Whale (Organism Classification)"",""South Carolina (US State)""]",null,"Humpback whale video- Charleston, SC",null,https://youtu.be/lACFwvXRYR4,,lACFwvXRYR4,451,true
